facility_id_cphl,Facility_CPHL,Level,Hub,DHIS2_Facility_Sync,Level_DHIS2,Facility_uid,Coordinates_DHIS2,Ownership_DHIS2,Authority_DHIS2,Subcounty_DHIS2,Subcounty_uid,District_CPHL,District_DHIS2,District_uid,Region_CPHL,Region_DHIS2,Region_uid
,Laguti HC III,HC III,Gulu Hub,Laguti HC III,HC III,ynatvEoBz7A,"[32.82044,3.07246]",Government,MOH,Laguti Subcounty,aBrjuZk0W31,Pader,Pader District,aBrjuZk0W31,Mid Northern,Northern Region,pz9Uu65Irbg
,Lake Mburo HC III,Hospital,Gulu Hub,Kanyaryeru (Lake Mburo) HC III,HC III,GVN2Bcibhmd,"[30.82193,-0.52472]",Government,MOH,Kanyaryeru Subcounty,qf9xWZu7Dq8,Kiruhura,Kiruhura District,qf9xWZu7Dq8,South Western,Western Region,auJdpeHbeet
,Lakwatomer HC II,HC III,Lalogi Hub ,Lakwotomer HC II,HC II,qKVewTpVtG6,"[32.41589,2.69829]",Government,MOH,Koro Subcounty,S5fvUXgY54J,Gulu,Omoro District,S5fvUXgY54J,Mid Northern,Northern Region,pz9Uu65Irbg
,Lalle HC II,,Kitgum Hub,Lalle HC II,HC II,KabGzoH7k7H,"[33.4584,1.67979]",Government,MOH,Kamuda Subcounty,srmGjHrpVE5,Soroti,Soroti District,srmGjHrpVE5,North East,Eastern Region,adZ6T35ve4h
,Lalogi  HC IV ,HC II,Kitgum Hub,Lalogi HC IV,HC IV,Dxbu2QPZahI,"[32.56665,2.63611]",Government,MOH,Lalogi Subcounty,S5fvUXgY54J,Omoro,Omoro District,S5fvUXgY54J,Mid Northern,Northern Region,pz9Uu65Irbg
,Lama HC II,HC III,Kitgum Hub,Lama HC II,HC II,WHVbek1utH5,"[31.6566,3.63128]",Private Not For Profit,0,Moyo Subcounty,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Lamanober HC III,HC III,Rushere Hub,Lanenobe HC III,HC III,ede2KlZ1gtL,"[32.41954,2.63485]",Government,MOH,Lakwana Subcounty,S5fvUXgY54J,Gulu,Omoro District,S5fvUXgY54J,Mid Northern,Northern Region,pz9Uu65Irbg
,Lambu HC II,HC II,Lalogi Hub ,Lambu HC II,HC II,OpHCVPDEaBb,"[31.94083,-0.33334]",Private Not For Profit,UMMB,Bukakata Subcounty,bIONCoCnt3Q,Masaka,Masaka District,bIONCoCnt3Q,Central 1,Central Region,VA90IqaI4Ji
,Lamezia HC III,HC II,Soroti Hub,Lamezia HC III,HC III,EJSR69XSWFB,"[30.8903965948202,0.127995151779803]",Private Not For Profit,Local Government,Burunga Subcounty,qf9xWZu7Dq8,Kiruhura,Kiruhura District,qf9xWZu7Dq8,South Western,Western Region,auJdpeHbeet
,Lanenober HC III,HC IV,Lalogi Hub ,Lanenobe HC III,HC III,ede2KlZ1gtL,"[32.41954,2.63485]",Government,MOH,Lakwana Subcounty,S5fvUXgY54J,Gulu,Omoro District,S5fvUXgY54J,Mid Northern,Northern Region,pz9Uu65Irbg
,Langol HC II,HC II,Moyo Hub,Langol HC II,HC II,w4z6Vt9nkBs,"[32.11649,2.7428]",Government,MOH,Alero Subcounty,zNgVoDVPYgD,Nwoya,Nwoya District,zNgVoDVPYgD,Mid Northern,Northern Region,pz9Uu65Irbg
,Lapainat HC III,HC III,Gulu Hub,Lapainat HC III,HC III,EsXcenXz99W,"[32.35757,2.72746]",Government,MOH,Koro Subcounty,S5fvUXgY54J,Omoro,Omoro District,S5fvUXgY54J,Mid Northern,Northern Region,pz9Uu65Irbg
,Lapeta HC II,HC II,Masaka Hub,Lapeta HC II,HC II,FvZUwmuSrzB,"[32.32540,2.82892]",Government,MOH,Unyama sub county,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Lapul HC III,HC III,Rushere Hub,Lapul HC III,HC III,UUt3ZtL1hIJ,"[32.72934,2.887160]",Government,MOH,Lapul Subcounty,aBrjuZk0W31,Pader,Pader District,aBrjuZk0W31,Mid Northern,Northern Region,pz9Uu65Irbg
,Laroo HC III,HC III,Lalogi Hub ,Laroo HC III,HC III,elqHQKpMveQ,"[32.32477,2.78843]",Government,MOH,Laroo Division,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Laropi HC III,HC II,Anaka Hub,Laropi HC III,HC III,X00gYQ3tjMD,"[31.77739,3.55631]",Government,MOH,Laropi Sub County,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Latoro HC II,HC III,Lalogi Hub ,Latoro HC II,HC II,u3JBwviodwN,"[31.64553,2.56871]",Government,MOH,Purongo Subcounty,zNgVoDVPYgD,Gulu,Nwoya District,zNgVoDVPYgD,Mid Northern,Northern Region,pz9Uu65Irbg
,Latoro HC II (Nwoya),HC II,Gulu Hub,Latoro HC II,HC II,u3JBwviodwN,"[31.64553,2.56871]",Government,MOH,Purongo Subcounty,zNgVoDVPYgD,Nwoya,Nwoya District,zNgVoDVPYgD,Mid Northern,Northern Region,pz9Uu65Irbg
,Layibi Techo HC III,HC III,Kalongo Hub,Layibi Techo HC III,HC III,n8DIemz1Xoh,"[32.29213,2.74853]",Government,MOH,Layibi Division,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Lefori HC III,HC III,Gulu Hub,Lefori HC III,HC III,Lw8YR0FJdCr,"[31.58325,3.56045]",Government,MOH,Lefori Subcounty,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Lelaobaro HC II,HC III,Moyo Hub,Lela- Obaro HC II,HC II,tbLOoJ5HpgT,"[32.27662,2.58128]",Government,MOH,Bobi Subcounty,S5fvUXgY54J,Gulu,Omoro District,S5fvUXgY54J,Mid Northern,Northern Region,pz9Uu65Irbg
,Lemusuii HC III,HC II,Anaka Hub,Lemusui HC III,HC III,zNvPZ3xCibY,"[34.738303,1.668888]",Government,MOH,Moruita Subcounty,VuHCApXcMTm,Nakapiripirit,Nakapiripirit District,VuHCApXcMTm,North East,Northern Region,pz9Uu65Irbg
,Limoto HC III,HC II,Anaka Hub,Limoto HC II,HC II,hHtw3xjbPaG,"[33.73483,1.1295]",Government,MOH,Puti-Puti Subcounty,WiVj4bEhX4P,Pallisa,Pallisa District,WiVj4bEhX4P,Mid Eastern,Eastern Region,adZ6T35ve4h
,Lira  Kato HC III (  Agago ),HC III,Gulu Hub,Lira-Kato HC III,HC III,a9ZI6jNBqXx,"[33.495932,2.863642]",Government,MOH,Lapono Subcounty,ztIyIYAzFKp,Agago,Agago District,ztIyIYAzFKp,Mid Northern,Northern Region,pz9Uu65Irbg
,Lira Medical Centre ,HC III,Moyo Hub,Lira Medical Centre Ltd HC III,HC III,riFZJMWkiZR,"[32.90658,2.24702]",Private For Profit,0,Lira Central Division,Lj8t70RYnEt,Lira,Lira District,Lj8t70RYnEt,Mid Northern,Northern Region,pz9Uu65Irbg
,Lira Military Barracks HC III,HC II,Gulu Hub,Lira Barracks HC III,HC III,DNDNErLjgOa,"[32.90985,2.24547]",Government,Army,Lira Central Division,Lj8t70RYnEt,Lira,Lira District,Lj8t70RYnEt,Mid Northern,Northern Region,pz9Uu65Irbg
,Lira Palwo HC III,HC III,Tokora Hub,Lira-Palwo HC III,HC III,aNM5X9P50rl,"[33.166054,2.786638]",Government,MOH,Lira Palwo Subcounty,ztIyIYAzFKp,Agago,Agago District,ztIyIYAzFKp,Mid Northern,Northern Region,pz9Uu65Irbg
,Lira R R Hospital,HC III,Pallisa Hub,Lira REGIONAL REF HOSPITAL,RR Hospital,cK5namCwmbW,"[32.90135,2.25553]",Government,MOH,Adyel Division,Lj8t70RYnEt,Lira,Lira District,Lj8t70RYnEt,Mid Northern,Northern Region,pz9Uu65Irbg
,Living Water HC,HC III,Kalongo Hub,Living Water Community Medical Centre CLINIC,Clinic,skaKlRXEgCS,0,Private For Profit,Local Government,Lugazi Town Council,x75Yh65MaUa,Buikwe ,Buikwe District,x75Yh65MaUa,Central 2,Central Region,VA90IqaI4Ji
,Lobalangit HC II,Special Clinic,Lira Hub,Lobalangit HC II,HC II,dfFefs1HDIs,"[33.77064,3.428786]",Government,MOH,Lobalangit Subcounty,eOJUW6OGpc7,Kaabong ,Kaabong District,eOJUW6OGpc7,North East,Northern Region,pz9Uu65Irbg
,Lobo  rom HC III,HC III,Lira Hub,Loborom HC III,HC III,WgmL7qQcVxV,"[32.90965,3.3761]",Government,MOH,Labongo Layamo Subcounty,pnTVIF5v27r,Kitgum,Kitgum District,pnTVIF5v27r,Mid Northern,Northern Region,pz9Uu65Irbg
,Lobule HC III,HC III,Kalongo Hub,Lobule HC III,HC III,cacYqraIAeB,"[31.02399,3.3890]",Government,MOH,Lobule Subcounty,iqsaGItA68C,Koboko,Koboko District,iqsaGItA68C,West Nile,Northern Region,pz9Uu65Irbg
,Lochom HC II,Hospital,Lira Hub,Lochom HC II,HC II,MIOys5Syjk6,"[34.14353,3.42323]",Government,MOH,Sidok Subcounty,eOJUW6OGpc7,Kaabong ,Kaabong District,eOJUW6OGpc7,North East,Northern Region,pz9Uu65Irbg
,Lodonga HC III,HC II,Kawolo Hub,Lodonga HC III,HC III,P5GTK5hmugt,"[31.11714,3.41509]",NGO,UCMB,Lodonga Sub County,W1JM2Qdhcv3,Yumbe,Yumbe District,W1JM2Qdhcv3,West Nile,Northern Region,pz9Uu65Irbg
,Logiri HC III,HC II,Kaabong Hub,Logiri HC III,HC III,wacjVEN6pwD,"[30.85292,2.73525]",Government,MOH,Logiri Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
,Logoba HC III,HC III,Kitgum Hub,Logoba HC III,HC III,gJJhhRiJvSi,"[31.71343,3.65718]",Government,0,Moyo Subcounty,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Lokales HC II,HC III,Koboko Hub ,Lokales HC II,HC II,emjerwHdu0g,0,Government,Local Government,Karita Subcounty,a8RHFdF4DXL,Amudat,Amudat District,a8RHFdF4DXL,North East,Northern Region,pz9Uu65Irbg
,Lokanayona HC II,HC II,Kaabong Hub,Lokanayona HC II,HC II,bo4RxIQrXvP,"[34.19819,3.48573]",Government,MOH,Loyoro Subcounty,eOJUW6OGpc7,Kaabong ,Kaabong District,eOJUW6OGpc7,North East,Northern Region,pz9Uu65Irbg
,Lokerui HC II,HC III,Yumbe Hub,Lokerui HC II,HC II,BHDGxcwYHhC,"[34.08268,3.5548]",Government,MOH,Kaabong West,eOJUW6OGpc7,Kaabong ,Kaabong District,eOJUW6OGpc7,North East,Northern Region,pz9Uu65Irbg
,Lokitelebu HC III,HC III,Arua Hub,Lokitelaebu HC III,HC III,krPNAO6ikKF,"[34.00117,2.98911]",Government,MOH,Kotido Subcounty,aPZzL4CyBTg,Kotido,Kotido District,aPZzL4CyBTg,North East,Northern Region,pz9Uu65Irbg
,Lokolia HC II,HC III,Moyo Hub,Lokolia HC III,HC III,uwIGysNI69s,"[34.14074,3.59385]",Government,MOH,Kaabong East,eOJUW6OGpc7,Kaabong ,Kaabong District,eOJUW6OGpc7,North East,Northern Region,pz9Uu65Irbg
,Lokopo HC III,HC II,Tokora Hub,Lokopo HC III,HC III,QKGsjJojbYP,"[34.34206,2.48399]",Government,MOH,Lokopo Subcounty,EDhGji3EteB,Napak,Napak District,EDhGji3EteB,North East,Northern Region,pz9Uu65Irbg
,Lokori HC II,HC II,Kaabong Hub,Lokori HC II,HC II,qWIMhyosZQk,"[33.76778,3.53319]",Government,MOH,Karenga Subcounty,eOJUW6OGpc7,Kaabong ,Kaabong District,eOJUW6OGpc7,North East,Northern Region,pz9Uu65Irbg
,Lokung HC III,HC II,Kaabong Hub,Lokung HC III,HC III,MV2QkTgUIz1,"[32.7073,3.59514]",Government,MOH,Lokung Subcounty,xy0M4HhjXtD,Lamwo,Lamwo District,xy0M4HhjXtD,Mid Northern,Northern Region,pz9Uu65Irbg
,Lokwakalamoe HC II,HC III,Kotido Hub,Lokwakaromoe HC II,HC II,N7rmgpFHOrZ,"[34.12485,3.72102]",Government,MOH,Kamion Subcounty,eOJUW6OGpc7,Kaabong ,Kaabong District,eOJUW6OGpc7,North East,Northern Region,pz9Uu65Irbg
,Lolachat HC III,HC II,Kaabong Hub,Lolachat HC III,HC III,a82qNO5mmYT,"[34.680968,2.018972]",Government,MOH,Lolachat Subcounty,VuHCApXcMTm,Nakapiripirit,Nakapiripirit District,VuHCApXcMTm,North East,Northern Region,pz9Uu65Irbg
,Lolwe HC III,HC III,Matany Hub,Lolwe HC II,HC II,ZFd998k7ZbK,"[33.795092,0.123965]",Government,MOH,Sigulu Islands Subcounty,Ut0ysYGEipO,Namayingo,Namayingo District,Ut0ysYGEipO,East Central,Eastern Region,adZ6T35ve4h
,Lomeris HC II,HC II,Kaabong Hub,Lomeris HC II,HC II,qhhoFrsTHqp,"[34.09351,3.52756]",Government,MOH,Kaabong West,eOJUW6OGpc7,Kaabong ,Kaabong District,eOJUW6OGpc7,North East,Northern Region,pz9Uu65Irbg
,Lomodoch HC II,HC III,Madi Opei Hub,Lomodoch HC II,HC II,Jc8JzkD2H7l,"[34.02987,3.56846]",Government,MOH,Lolelia Subcounty,eOJUW6OGpc7,Kaabong ,Kaabong District,eOJUW6OGpc7,North East,Northern Region,pz9Uu65Irbg
,Lomunga HC II,HC II,Kaabong Hub,Lomunga HC II,HC II,sxlgEAB9P4Q,"[31.55155,3.27788]",Government,MOH,Gimara Subcounty,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Lookorok HC II,HC III,Tokora Hub,Lookorok HC II,HC II,vxakzmtxnPv,"[34.17564,3.01922]",Government,MOH,Nakapelimoru Subcounty,aPZzL4CyBTg,Kotido,Kotido District,aPZzL4CyBTg,North East,Northern Region,pz9Uu65Irbg
,Lopeei HC III,HC III,Buyinja Hub,Lopei HC III,HC III,YjHuDt86ndQ,"[34.27439,2.5666]",Government,MOH,Lopei Subcounty,EDhGji3EteB,Napak,Napak District,EDhGji3EteB,North East,Northern Region,pz9Uu65Irbg
,Loputuk HC III,HC II,Kaabong Hub,Loputuk HC III,HC III,kvZH9oA6jkJ,"[34.64706,2.50129]",Private Not For Profit,UCMB,Nadunget Subcounty,A9kRCvmn6Co,Moroto,Moroto District,A9kRCvmn6Co,North East,Northern Region,pz9Uu65Irbg
,Lorengechora HC III,HC II,Kaabong Hub,Lorengechora HC III,HC III,UhCMUEIx3V9,"[34.278,1.99956]",Government,MOH,Lorengechora Subcounty,EDhGji3EteB,Napak,Napak District,EDhGji3EteB,North East,Northern Region,pz9Uu65Irbg
,Lorengedwat HC III,HC II,Moyo Hub,Lorengedwat HC III,HC III,EYaoFJ7u4nr,"[34.56635,2.35819]",Government,MOH,Lorengedwat Subcounty,VuHCApXcMTm,Nakapiripirit,Nakapiripirit District,VuHCApXcMTm,North East,Northern Region,pz9Uu65Irbg
,Loroo HC III,HC III,Kotido Hub,Loroo HC II,HC III,Z3lPWheXHAH,"[34.89792,2.21069]",Government,MOH,Looro Subcounty,a8RHFdF4DXL,Amudat,Amudat District,a8RHFdF4DXL,North East,Northern Region,pz9Uu65Irbg
,Losilang HC II,HC III,Matany Hub,Losilang HC II,HC II,a7toXljFJe0,"[34.13798,3.055240]",Private Not For Profit,UCMB,Kotido Subcounty,aPZzL4CyBTg,Kotido,Kotido District,aPZzL4CyBTg,North East,Northern Region,pz9Uu65Irbg
,Lotim HC II,HC III,Moroto Hub,Lotim HC II,HC II,IP3d7JaMsyW,"[34.11683,3.66142]",Private Not For Profit,UPMB,Kalapata Subcounty,eOJUW6OGpc7,Kaabong ,Kaabong District,eOJUW6OGpc7,North East,Northern Region,pz9Uu65Irbg
,Lotome HC III,HC III,Matany Hub,Lotome HC III,HC III,PLUp4qPTSvf,"[34.52672,2.37184]",Government,MOH,Lotome Subcounty,EDhGji3EteB,Napak,Napak District,EDhGji3EteB,North East,Northern Region,pz9Uu65Irbg
,Loyo Ajonga HC II,HC III,Tokora Hub,Loyoajonga HC II,HC II,SsSHoj0KsxS,"[32.54763,2.75019]",Government,MOH,Lalogi Subcounty,S5fvUXgY54J,Gulu,Omoro District,S5fvUXgY54J,Mid Northern,Northern Region,pz9Uu65Irbg
,Loyoro HC II,HC III,Tokora Hub,Loyoro HC III,HC III,WmXAoLJicih,"[34.257421,3.351081]",Government,MOH,Loyoro Subcounty,eOJUW6OGpc7,Kaabong ,Kaabong District,eOJUW6OGpc7,North East,Northern Region,pz9Uu65Irbg
,Lubaga Hospital,HC II,Kotido Hub,Lubaga Hospital,General Hospital,dgmy0Fjx1KZ,"[32.551622,0.30797]",Private Not For Profit,UCMB,Rubaga Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Lubira HC III,HC II,Kaabong Hub,Lubira HC III,HC III,NZmcEUkHQPs,"[33.62710,0.71558]",Government,MOH,Buyanga Subcounty,oNxpMjveyZt,Iganga,Iganga District,oNxpMjveyZt,East Central,Eastern Region,adZ6T35ve4h
,Lubya HC II,HC III,Moroto Hub,Lubya HC II,HC II,aZjBV5O7kkf,0,Government,MOH,Nairambi Subcounty,aZLZPPjqft0,Buvuma,Buvuma District,aZLZPPjqft0,Central 2,Central Region,VA90IqaI4Ji
,Ludara HC III,HC II,Lalogi Hub ,Ludara HC III,HC III,arcJgFPVh0M,"[31.000814,3.522155]",Government,MOH,Ludara Subcounty,iqsaGItA68C,Koboko,Koboko District,iqsaGItA68C,West Nile,Northern Region,pz9Uu65Irbg
,Lufuka Valley Health Centre III,HC II,Kaabong Hub,Lufuka Valley HC III,HC III,xLwJJhiMkkX,"[32.56815,0.26008]",Private Not For Profit,MOH,Ssabagabo-Makindye Subcounty,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Lugala HC II,Hospital,Kampala Hub,Lugala HC II,HC II,zSvdFQRU9Xw,0,Government,MOH,Banda Subcounty,Ut0ysYGEipO,Namayingo,Namayingo District,Ut0ysYGEipO,East Central,Eastern Region,adZ6T35ve4h
,Lugasa HC III,HC III,Iganga Hub,Lugasa HC III,HC III,AvO7fMz294Z,"[32.86212,0.87858]",Government,MOH,Kayonza Kayunga Subcounty,ykxQEnZGXkj,Kayunga,Kayunga District,ykxQEnZGXkj,Central 2,Central Region,VA90IqaI4Ji
,Lugazi  HC II,HC II,Kayunga Hub,Lugazi II HC II,HC II,yM6f1QC8fPA,"[32.936462,0.366407]",Government,MOH,Njeru Town Council,x75Yh65MaUa,Buikwe ,Buikwe District,x75Yh65MaUa,Central 2,Central Region,VA90IqaI4Ji
,Lugazi Muslim HC II,HC III,Koboko Hub ,Lugazi Muslim HC II,HC II,J8lqAR46pse,"[32.93499,0.36727]",Private Not For Profit,UMMB,Lugazi Town Council,x75Yh65MaUa,Buikwe ,Buikwe District,x75Yh65MaUa,Central 2,Central Region,VA90IqaI4Ji
,Lugole HC II,HC III,Entebbe Hub,,,,,,,,,Apac,,,Mid Northern,,
,Lugore HC II,HC II,Buyinja Hub,Lugore HC II,HC II,Gzcd4Zsd8iB,"[32.35350,3.05042]",Government,MOH,Palaro Subcounty,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Lujjabwa HC II,HC III,Kayunga Hub,Lujjabwa Island HC II,HC II,RuPdGm5T2zl,0,Government,Local Government,Mazinga Subcounty,JrHILmtK0OU,Kalangala,Kalangala District,JrHILmtK0OU,Central 1,Central Region,VA90IqaI4Ji
,Lujorongole HC II,HC II,Kawolo Hub,Lujorongole HC II,HC II,Fw6WydOY9UR,"[32.36438,2.62985]",Government,MOH,Lakwana Subcounty,S5fvUXgY54J,Omoro,Omoro District,S5fvUXgY54J,Mid Northern,Northern Region,pz9Uu65Irbg
,Lukaya HC III,HC II,Kawolo Hub,Lukaya HC III,HC III,IDk3QfceRQG,"[31.874866,-0.142449]",Government,MOH,Lukaya Town Council,ahyi8Uq4vaj,Kalungu,Kalungu District,ahyi8Uq4vaj,Central 1,Central Region,VA90IqaI4Ji
,Lukaya Health Care Centre,HC II,Apac Hub ,Lukaya Health Care Center (Uganda Cares),HC II,mqCkkaqoMNA,0,NGO,CSO,Lukaya Town Council,ahyi8Uq4vaj,Kalungu,Kalungu District,ahyi8Uq4vaj,Central 1,Central Region,VA90IqaI4Ji
,Lukole HC III,HC II,Lalogi Hub ,Lukole HC III,HC III,RHk4V3ZlFbx,"[33.33905,2.8356]",Government,MOH,Agago Town Council,ztIyIYAzFKp,Agago,Agago District,ztIyIYAzFKp,Mid Northern,Northern Region,pz9Uu65Irbg
,Lukolo HC III,HC II,Kalangala Hub ,Lukolo HC III,HC III,NRHnL9b4KGT,"[33.18729,0.56285]",Government,MOH,Budondo Subcounty,aJR2ZxSH7g4,Jinja,Jinja District,aJR2ZxSH7g4,East Central,Eastern Region,adZ6T35ve4h
,Lukomera Maternity Centre,HC II,Gulu Hub,Lukomera Clinic HC II,HC II,xlcpY1lKgXi,0,Government,MOH,Katikamu Subcounty,tr9XWtYsL5P,Luweero,Luwero District,tr9XWtYsL5P,Central 2,Central Region,VA90IqaI4Ji
,Lulagala HC III,HC III,Butenga Hub ,Lulagala HC III,HC III,f5lLaEQlPzM,"[32.01868,0.35134]",Private Not For Profit,UPMB,Busimbi Subcounty,Q7PaNIbyZII,Mityana,Mityana District,Q7PaNIbyZII,Central 2,Central Region,VA90IqaI4Ji
,Lulamba HC III,Clinic,Butenga Hub ,Lulamba HC III,HC III,K3E78Mqdg2A,"[32.32162,-0.19387]",Government,MOH,Bufumira Subcounty,JrHILmtK0OU,Kalangala,Kalangala District,JrHILmtK0OU,Central 1,Central Region,VA90IqaI4Ji
,Lulyambuzi HC III,HC III,Kalongo Hub,Lulyambuzi HC III,HC III,Tb7BdBuiIn8,"[33.22495,0.74309]",Government,MOH,Wankole Subcounty,oyygQ2STBST,Kamuli,Kamuli District,oyygQ2STBST,East Central,Eastern Region,adZ6T35ve4h
,Lulyango HC II,HC III,Jinja Hub,Lulyango HC II,HC II,u5RZ36WcsNN,"[31.89272,2.6474]",Government,MOH,Alero Subcounty,zNgVoDVPYgD,Nwoya,Nwoya District,zNgVoDVPYgD,Mid Northern,Northern Region,pz9Uu65Irbg
,Lumino Catholic,Special Clinic,Luwero Hub,Lumino Foc Rev HC III,HC III,auwyv5FxrEm,"[33.99738,0.32581]",NGO,MOH,Lumino Subcounty,lkuO79O6mRx,Busia,Busia District,lkuO79O6mRx,Mid Eastern,Eastern Region,adZ6T35ve4h
,Lumino HC III,HC III,Mityana Hub,Lumino HC III,HC III,eheRSS5qlxR,"[33.99738,0.32581]",Private Not For Profit,UCMB,Lumino Subcounty,lkuO79O6mRx,Busia,Busia District,lkuO79O6mRx,Mid Eastern,Eastern Region,adZ6T35ve4h
,Luna Medical Cetre (Katooke),HC III,Kalangala Hub ,Luna Health Clinic-NR,0,NsPA0cOiqx6,0,0,0,Kira Town Council,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Lunyo HC III,HC III,Kamuli Hub,Lunyo HC III,HC III,RkPKHtihwLz,"[33.910523,0.331343]",Government,MOH,Lunyo Subcounty,lkuO79O6mRx,Busia,Busia District,lkuO79O6mRx,Mid Eastern,Eastern Region,adZ6T35ve4h
,Lusago HC II,HC II,Anaka Hub,,,,,,,,,Kalungu,,,Central 1,,
,Lusangya HC II,,Masafu Hub,,,,,,,,,Nakaseke,,,Central 2,,
,Luteete HC III (FortPortal),HC III,Masafu Hub,,,,,,,,,Kabarole,,,Mid Western,,
,Luteete HC III (Luwero),Special Clinic,Entebbe Hub,Luteete HC II,HC II,UjFfuEtJHTJ,"[32.60900,0.65358]",Private Not For Profit,UPMB,Bamunanika Subcounty,tr9XWtYsL5P,Luweero,Luwero District,tr9XWtYsL5P,Central 2,Central Region,VA90IqaI4Ji
,Luwero HC IV ,HC III,Masafu Hub,Luwero HC IV,HC IV,SbhXVHOtboo,"[32.606311,0.683861]",Government,MOH,Luwero Town Council,tr9XWtYsL5P,Luweero,Luwero District,tr9XWtYsL5P,Central 2,Central Region,VA90IqaI4Ji
,Luwero Industries,HC II,Butenga Hub ,Luwero Industries Ltd Clinic HC II,HC II,amOfrCsmDMr,0,Private For Profit,0,Lwampanga Subcounty,aUcYGQCK9ub,Nakasongola,Nakasongola District,aUcYGQCK9ub,Central 2,Central Region,VA90IqaI4Ji
,Luwunga HC III(1st Div Hospital),HC II,Ngoma Hub,Luwunga Barracks HC IV,HC IV,LKxm4CmrYYh,"[32.40523,0.40431]",0,Army,Kakiri Subcounty,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Luyitaayita HC III (NGO),HC III,FortPortal Hub,Luyitayita HC II,HC II,NCu3t93AIns,"[31.660045,-0.149096]",Private Not For Profit,UPMB,Butenga Subcounty,Ame30QOwuX6,Bukomansimbi,Bukomansimbi District,Ame30QOwuX6,Central 1,Central Region,VA90IqaI4Ji
,Lwajje HC III,HC III,Luwero Hub,Lwajje HC II,HC II,bBNSvGxVrSq,"[32.91267,0.01423]",Government,MOH,Bweema Subcounty,aZLZPPjqft0,Buvuma,Buvuma District,aZLZPPjqft0,Central 2,Central Region,VA90IqaI4Ji
,Lwakaloolo HC II,HC IV,Luwero Hub,Lwakalolo HC II,HC II,uLBT1C3Dhkh,"[31.37628,-0.57228]",Government,MOH,Ddwaniro Subcounty,P8iz90eiIrW,Rakai,Rakai District,P8iz90eiIrW,Central 1,Central Region,VA90IqaI4Ji
,Lwala Hospital ,,Nakasongola Hub,Lwala Hospital,General Hospital,UdkpzjDtHXu,"[33.27758,1.86232]",Private Not For Profit,UCMB,Otuboi Subcounty,QoRZB7xc3j9,Kaberamaido,Kaberamaido District,QoRZB7xc3j9,North East,Eastern Region,adZ6T35ve4h
,Lwamaggwa HC III,HC III,Entebbe Hub,Lwamaggwa Gvt HC III,HC III,oBg69iZLKtq,"[31.25525,-0.56248]",Government,MOH,Lwamaggwa Subcounty,P8iz90eiIrW,Rakai,Rakai District,P8iz90eiIrW,Central 1,Central Region,VA90IqaI4Ji
,Lwamata HC III,HC III,Ssembabule Hub,Lwamata HC III,HC III,mNMqG0YEffI,"[31.89569,0.83505]",Government,MOH,Lwamata Subcounty,GLHh0BXys9w,Kiboga,Kiboga District,GLHh0BXys9w,Central 2,Central Region,VA90IqaI4Ji
,Lwampanga HC III,HC III,Kayunga Hub,Lwampanga HC III,HC III,werOrHbzh72,"[32.51131,1.505333]",Government,MOH,Lwampanga Subcounty,aUcYGQCK9ub,Nakasongola,Nakasongola District,aUcYGQCK9ub,Central 2,Central Region,VA90IqaI4Ji
,Lwanda HC III,HC II,Rakai Hub,Lwanda HC III,HC III,Lo7mfA6jWTu,"[31.47997,-0.67249]",Government,MOH,Lwanda Subcounty,P8iz90eiIrW,Rakai,Rakai District,P8iz90eiIrW,Central 1,Central Region,VA90IqaI4Ji
,Lwangoli HC III,Hospital,Kaberamaido Hub,Lwangoli HC III,HC III,hC1gtogaFM0,"[34.145994,0.964972]",Government,MOH,Busoba Subcounty,yuo5ielNL7W,Mbale,Mbale District,yuo5ielNL7W,Mid Eastern,Eastern Region,adZ6T35ve4h
